EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
497009,SOUTHERN SACRAMENTO VALLEY (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82542,Z,17,STO,0,0,Official NWS Observations, , , , , , , , , , , , ,"A plethora of records were set across interior northern California for January. The following is from one of our oldest record sites, Downtown Sacramento. The highlights include: the longest dry period (52 days) during the rainy season from Dec. 8th, 2013 to Jan. 28th, 2014 that did not receive measurable rainfall, the third driest January in history since 1950 with 0.20 inches of rainfall which is only 5% of normal, highest January average maximum temperature of 66.1 degrees, new all-time record high for the month of January set on Jan. 24th of 79 degrees, broke the number of days with high temperatures of 70 degrees or higher with 3 days, record high temperatures were set on 12 different days, and lastly, everyday of January 2014 had a daytime high temperature that was above normal for the month for Downtown Sacramento.","January was an abnormally dry and warm month for interior Northern California. Many record high temperatures were broken, and a state-wide drought was declared on January 17th.",1
498466,SE KERN CTY DESERT (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,99,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",2
498465,INDIAN WELLS VLY (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,98,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",3
498464,TULARE CTY MTNS (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,97,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",4
498463,S SIERRA MTNS (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,96,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",5
498458,SW S.J. VALLEY (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,91,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",6
498462,KERN CTY MTNS (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,95,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",7
498457,E CENTRAL S.J. VALLEY (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,90,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",8
498456,W CENTRAL S.J. VALLEY (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,89,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",9
498461,TULARE CTY FOOTHILLS (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,94,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,"","The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",10
